objectid,sort_id,internet_archive_link,wacz_download_link,pdf_download_link,live_web_link,filename,capture_timeframe,youtubeid,vimeoid,title,publisher,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,rights_blanket,field_test_1,field_test_2,field_test_3
mtzfubs_webarchive_023,23,https://web.archive.org/web/20200602231254/https://www.nbcwashington.com/news/local/high_school_students_restore_georgetown_mount_zion_cemetery/149195/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_023.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_023.pdf,https://www.nbcwashington.com/news/local/high_school_students_restore_georgetown_mount_zion_cemetery/149195/,mtzfubs_webarchive_023.jpg,,,,High School Students Restore Historic Mount Zion Cemetery in Georgetown,"NBC Universal Media, LLC",Mark Segraves,2019-06-11,This article from NBC Washington reports on McKinley Tech High School students who partnered with the Mount Zion Memorial Park Foundation to clean and restore the sites.,Student Research; Community Event; Volunteering; Preservation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_023,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_024,24,https://web.archive.org/web/20250403095018/https://www.travelgumbo.com/2022/06/04/mt-zion-cemetery-washington-dc/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_024.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_024.pdf,https://www.travelgumbo.com/2022/06/04/mt-zion-cemetery-washington-dc/,mtzfubs_webarchive_024.jpg,,,,"Mt Zion Cemetery, Washington, DC – Travel Blog",TravelGumbo,Paul Heymont,2022-06-04,"This blogpost from Travel Gumbo reflects on a visit to the Mount Zion and Female Union Band Society Cemeteries. It discusses their historic origins, ties to the Underground Railroad, near loss to developers in the 1960s, and their survival today as an under-recognized but vital piece of Black Georgetown's vibrant history.",Blogpost; Public History; Preservation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_024,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_025,25,https://web.archive.org/web/20230221032103/https://www.washingtoninformer.com/d-c-council-recognizes-black-history-site-in-georgetown/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_025.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_025.pdf,https://www.washingtoninformer.com/d-c-council-recognizes-black-history-site-in-georgetown/,mtzfubs_webarchive_025.jpg,,,,D.C. Council Recognizes Black History Site in Georgetown,The Washington Informer,Sam P. K. Collins,2023-02-20,This article from The Washington Informer talks about the D.C. Council's ceremonial resolution to honor the 215th annivesary of the Mount Zion and Female Union Band Society Cemeteries. This recognition speaks to the site's historical significnce and celebrates its ongoing preservation.,Government Recognition; Preservation; Black Georgetown Foundation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_025,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_026,26,https://web.archive.org/web/20240709190345/https://www.asor.org/news/2024/07/mt-zion-fubs-cemetery-recap,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_026.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_026.pdf,https://www.asor.org/news/2024/07/mt-zion-fubs-cemetery-recap,mtzfubs_webarchive_026.jpg,,,,Mount Zion – Female Union Band Society Cemetery Documentation Workshop Recap,American Society of Overseas Research,,2024-06-27,"This article from the American Society of Overseas Research discusses the 2024 Mount Zion-Female Union Band Society Cemetery Documentation Workshops. Participants trained in location mapping, photogrammetry, and digital data collection to preserve the cemeteries' historic landscape with supprot from the Black Georgetown Foundation.",Preservation; Community Event; Black Georgetown Foundation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_026,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_027,27,https://web.archive.org/web/20231209120318/https://oakhillcemeterydc.org/event/day-of-service-at-mt-zion-and-female-band-society-cemeteries-thursday-october-19-from-9am-2pm/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_027.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_027.pdf,https://oakhillcemeterydc.org/event/day-of-service-at-mt-zion-and-female-band-society-cemeteries-thursday-october-19-from-9am-2pm/,mtzfubs_webarchive_027.jpg,,,,"Day of Service at Mt. Zion and Female Band Society Cemeteries, Thursday October 19 from 9am-2pm",Oak Hill Cemetery,,2023-10-19,"This event listing from Oak Hill Cemetery announces a day of service to be held on October 19, 2023. Volunteers gathered at Mount Zion and Female Union Band Society Cemeteries to help clean debris, pick up trash, clear brush, tend to the historic vault, and support other ongoing efforts.",Community Event; Preservation; Volunteering,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_027,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_028,28,https://web.archive.org/web/20250403095030/https://dcblackcemeteries.humanitiestruck.com/blog/background-history/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_028.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_028.pdf,https://dcblackcemeteries.humanitiestruck.com/blog/background-history/,mtzfubs_webarchive_028.jpg,,,,Background History,Wordpress,Megan Henry; Lillie Ortloff; Alyssa Mandfredi; Kate Smokowicz,2023-04-25,This WordPress blogpost was a part of a larger project undertaken by four Public History masters students at American Universiy with the goal of providing resources for others looking to preserve cemeteries of historical significance to African-American communities.,Public History; Black Georgetown,Mount Zion & Female Union Band Society Cemeteries; Black Georgetown,,,,mtzfubs_webarchive_028,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_029,29,https://web.archive.org/web/20250416171346/https://www.c-span.org/classroom/document/?23759,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_029.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_029.pdf,https://www.c-span.org/classroom/document/?23759,mtzfubs_webarchive_029.jpg,,,,Mount Zion and Female Union Band Society Cemeteries,National Cable Satellite Corporation,National Cable Satellite Corporation; Lisa Fager,2024-12-03,"This C-Span Classroom Lesson Plan, based on a 2024 American History TV Tour hosted by Lisa Fager and Sara Bronin, teaches students about Mount Zion and Female Union Band Society Cemeteries through video clips, guided questions, and historical analysis. It also focuses on teaching cemetery preservation, African-American heritage, and the importance of protecting sacred spaces.",Student Learning; Public History; Black Georgetown Foundation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_029,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_030,30,https://web.archive.org/web/20250416171550/https://www.mtzionumcdc.org/history,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_030.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_030.pdf,https://www.mtzionumcdc.org/history,mtzfubs_webarchive_030.jpg,,,,"Mt. Zion United Methodist Church - Washington, DC",Mount Zion UMC (Georgetown),,,"This page from the Mount Zion United Methodist Church's official website details the church's two hundred year history. From it's founding by free and enslaved African-Americans in 1816 to its abolitionist activities, involvement in the Underground Railroad, and cemetery preservation struggles. It also discusses its ongoing role in sustaining Black Georgetown's cultural and spiritual legacy.",Black Georgetown; Mount Zion UMC; Church History,Mount Zion UMC,,,,mtzfubs_webarchive_030,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_031,31,https://web.archive.org/web/20221207143603/https://www.hmdb.org/m.asp?m=189267,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_031.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_031.pdf,https://www.hmdb.org/m.asp?m=189267,mtzfubs_webarchive_031.jpg,,,,Mt. Zion Cemetery / Female Union Band Society Cemetery Historical Marker,The Historical Marker Database,Devry Becker,2025-12-31,This entry from the Historical Marker Database documents the marker commemorating Mount Zion and Female Union Band Society Cemeteries. It recognizes their listing on the National Register of Historic Places and their significance tied to African-American burial traditions.,Historical Marker; Public History; Black Georgetown,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_031,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_032,32,https://web.archive.org/web/20170113113617/https://planning.dc.gov/sites/default/files/dc/sites/op/publication/attachments/Cemetery%2520Brochure%2520Final%2520opt%25202.pdf,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_032.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_032.pdf,https://planning.dc.gov/sites/default/files/dc/sites/op/publication/attachments/Cemetery%2520Brochure%2520Final%2520opt%25202.pdf,mtzfubs_webarchive_032.jpg,,,,Gone but Not Forgotten,District of Columbia Office of Planning,Historic Preservation Office,2012,"This brochure from the D.C. Office of Planning highlights the history of cemeteries in the District of Columbia. It includes the Mount Zion and Female Union Band Society Cemeteries, emphasizing how burial sites reflect the city's social and cultural development.",Preservation; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_032,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_033,33,https://web.archive.org/web/20191204132300/https://www.washingtoninformer.com/historic-black-cemeteries-in-georgetown-recognized-by-un/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_033.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_033.pdf,https://www.washingtoninformer.com/historic-black-cemeteries-in-georgetown-recognized-by-un/,mtzfubs_webarchive_033.jpg,,,,Historic Black Cemeteries in Georgetown Recognized by UN,The Washington Informer,WI Guest Author,2018-12-19,"This article from the Washington Informer reports that Mount Zion and Female Union Band Society Cemeteries were recognized as an associated Site of Memory by the United Nations Educational, Scientific and Cultural Organization (UNESCO) Slave Route Project.",UNESCO Recognition; Black Georgetown,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_033,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_034,34,https://web.archive.org/web/20241008175957/https://theclio.com/entry/112338,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_034.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_034.pdf,https://theclio.com/entry/112338,mtzfubs_webarchive_034.jpg,,,,Mount Zion Cemetery Underground Railroad Shelter,Clio Foundation,Genna Duplisea,2020-08-12,This post from Clio highlights the brick vault at Mount Zion Cemetery as a rumored shelter on the Underground Railroad. It talks about the broader history of Georgetown's African-American community and discusses how oral traditions play their part in that history.,Underground Railroad; Public History; Black Georgetown,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_034,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_035,35,https://web.archive.org/web/20250403095033/https://www.onlyinyourstate.com/experiences/maryland/forgotten-cemetery-washington-dc,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_035.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_035.pdf,https://www.onlyinyourstate.com/experiences/maryland/forgotten-cemetery-washington-dc,mtzfubs_webarchive_035.jpg,,,,Mount Zion is The Most Important Forgotten Cemetery In DC,World of Good Brands,Maura,2017-08-30,"This blogpost from Only in Your State talks about the Mount Zion and Female Union Band Society Cemeteries as ""forgotten"" yet historically vital burial grounds in Georgetown. It emphasizes their ties to African-American history and connections to the Underground Railroad.",Underground Railroad; Blogpost; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_035,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_036,36,https://web.archive.org/web/20240223145422/https://wamu.org/story/11/10/28/the_location_a_tour_of_mt_zion_cemetery/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_036.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_036.pdf,https://wamu.org/story/11/10/28/the_location_a_tour_of_mt_zion_cemetery/,mtzfubs_webarchive_036.jpg,,,,The Location: The Winding History of Mt. Zion Cemetery,WAMU 88.5-American University Radio,Rebecca Sheir,2011-10-28,"This article is from WAMU's The Location series which offers a narrated tour of Mount Zion and Female Union Band Society Cemeteries. It traces their layered histories across various topics like Black sacred spaces, segregation, and community based efforts.",Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_036,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_037,37,https://web.archive.org/web/20130430101046/https://thelocation.wordpress.com/2011/10/20/the-endangered-mount-zion-cemetery/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_037.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_037.pdf,https://thelocation.wordpress.com/2011/10/20/the-endangered-mount-zion-cemetery/,mtzfubs_webarchive_037.jpg,,,,The endangered Mount Zion Cemetery,the location,Kimberly Bender,2011-10-20,"This blogpost from WAMU's The Location talks about Mount Zion Cemetery's nomination to D.C.'s Most Endagered Places List, which emphasizes its vital role Georgetown's Black History",Preservation; Black Georgetown,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_037,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_038,38,https://web.archive.org/web/20200929115904/https://www.blackpast.org/african-american-history/mount-zion-united-methodist-church-1816/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_038.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_038.pdf,https://www.blackpast.org/african-american-history/mount-zion-united-methodist-church-1816/,mtzfubs_webarchive_038.jpg,,,,Mount Zion United Methodist Church (1816- ),Blackpast.org,Velma Ruth,2020-09-12,"This entry from BlackPast.org discusses the history of the Mount Zion United Methodist Church, which is deeply tied with the cemeteries. Its congregants broke away from the segregated Montgomery Street Church in 1816, showcasing its abolitionist role in D.C. history.",Church History; Black Georgetown,Mount Zion United Methodist Church; Black Georgetown,,,,mtzfubs_webarchive_038,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_039,39,https://web.archive.org/web/20250403095040/https://enclosuretakerefuge.com/tag/mt-zion-cemetery/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_039.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_039.pdf,https://enclosuretakerefuge.com/tag/mt-zion-cemetery/,mtzfubs_webarchive_039.jpg,,,,Mt. Zion Cemetery,enclos*ure,Cynthia Goodson,2011-08-27,"This blogpost from enlos*ure offers a personal reflection on Mount Zion Cemetery. It combines photographs, historical context, and impressions after a 2011 site visit.",Blogpost; Public History,Mount Zion & Female Union Band Society Cemeteries; Black Georgetown,,,,mtzfubs_webarchive_039,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_040,40,https://web.archive.org/web/20250403095041/https://mapio.net/pic/p-96274282/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_040.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_040.pdf,https://mapio.net/pic/p-96274282/,mtzfubs_webarchive_040.jpg,,,,"Mt. Zion Cemetery, The Old Methodist Burying Ground, Female Union Band Cemetery, 27th Street and Q Steet, Northwest, Washington, D.C.",,,2025,"This geotagged image from Mapio.net locates Mount Zion Cemetery and Female Union Band Society Cemeteries. It provides a visual reference of their setting at 27th and Q Streets NW, adjacent to the Oak Hill Cemetery.",Photography; Geotag,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_040,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_041,41,https://web.archive.org/web/20230228153651/https://wordinblack.com/2023/02/d-c-council-recognizes-black-history-site-in-georgetown/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_041.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_041.pdf,https://wordinblack.com/2023/02/d-c-council-recognizes-black-history-site-in-georgetown/,mtzfubs_webarchive_041.jpg,,,,D.C. Council Recognizes Black History Site in Georgetown,Word in Black,Sam P. K. Collins,2023-02-23,This article from Word in Black reports on the D.C. Council's ceremonial resolution to honor the 215th anniversary of the Mount Zion and Female Union Band Society Cemeteries. It recognizes them as sacred sites and celebrating the Black Georgetown Foundation's ongoing work to preserve the cemeteries' history and dignity.,Government Recognition; Black Georgetown Foundation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_041,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_042,42,https://web.archive.org/web/20250403095042/https://48statetour.com/schedule-2024/washingtondc,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_042.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_042.pdf,https://48statetour.com/schedule-2024/washingtondc,mtzfubs_webarchive_042.jpg,,,,Saving America’s Graveyards,48StateTour,,2020-10-06,"This event page from the 48StateTour project documents a volunteer restoration day held on October 6, 2020 at the cemeteries. This was part of a larger initiative to preserve and bring attention to historic American graveyards.",Preservation; Volunteer Event,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_042,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_043,43,https://web.archive.org/web/20230222082458/https://georgetowner.com/articles/2023/02/21/mount-zion-female-union-band-cemeteries-commemorated-on-215th-anniversary/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_043.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_043.pdf,https://georgetowner.com/articles/2023/02/21/mount-zion-female-union-band-cemeteries-commemorated-on-215th-anniversary/,mtzfubs_webarchive_043.jpg,,,,Mt. Zion-Female Union Band Society Cemeteries Commemorated on 215th Anniversary,The Georgetowner,Robert Devaney,2023-02-21,"This article from The Georgetowner covers the February 20, 2023 ceremony commemorating the 215th anniversary of Mount Zion and Female Union Band Society Cemeteries. It highlights the D.C. Council resolution, the site's ties to early American history, the site's UNESCO recognition, and ongoing preservation efforts.",Government Recognition; Black Georgetown Foundation; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_043,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_044,44,https://web.archive.org/web/20240523024335/https://www.georgetowndc.com/news/dc-emancipation-event-in-georgetown/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_044.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_044.pdf,https://www.georgetowndc.com/news/dc-emancipation-event-in-georgetown/,mtzfubs_webarchive_044.jpg,,,,DC Emancipation Event in Georgetown,Georgetown Business Improvement District,,2024-04-10,"This event announcement from GeorgetownDC.com, a site owned and operated by the Georgetown Business Improvement District (BID), promotes the Black Georgetown Foundation's 2024 Emanicpation Day ceremony. The ceremony is noted as feauting a libration ritual, a reading of ancestor names accompanied by the DC Strings ensemble, and a public conversation about the history and preservation of the cemeteries.",Community Event; Public Engagement; Emanicpation Day,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_044,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_045,45,https://web.archive.org/web/20240904113204/https://www.pbs.org/newshour/show/d-c-youth-volunteer-to-preserve-long-neglected-and-historic-black-cemeteries,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_045.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_045.pdf,https://www.pbs.org/newshour/show/d-c-youth-volunteer-to-preserve-long-neglected-and-historic-black-cemeteries,mtzfubs_webarchive_045.jpg,,,,D.C. youth volunteer to preserve long-neglected and historic Black cemeteries,Public Broadcasting Service,Claire Baek,2024-09-03,"This PBS NewsHour is their Student Reporting Labs segment which documents how D.C. youth volunteers worked to help preserve the cemeteries. It highlights community resilience, rediscovery of graves like Nannie's, and the continuing challenges faced in the preservation efforts.",Community Event; Volunteering; Student Research,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_045,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
